 0.6492002    -0.0327876
 0.6609105    -0.0319657
 0.6725190    -0.0311191
 0.6840186    -0.0302472
 0.6954027    -0.0293493
 0.7066648    -0.0284247
 0.7177990    -0.0274731
 0.7287999    -0.0264939
 0.7396619    -0.0254870
 0.7503801    -0.0244525
 0.7609493    -0.0233905
 0.7713649    -0.0223012
 0.7816222    -0.0211847
 0.7917170    -0.0200411
 0.8016458    -0.0188706
 0.8114056    -0.0176732
 0.8209942    -0.0164495
 0.8304106    -0.0152004
 0.8396543    -0.0139276
 0.8487261    -0.0126344
 0.8576270    -0.0113251
 0.8663586    -0.0100064
 0.8749220    -0.0086870
 0.8833175    -0.0073776
 0.8915437    -0.0060913
 0.8995970    -0.0048425
 0.9074713    -0.0036471
 0.9151574    -0.0025212
 0.9226426    -0.0014809
 0.9299116    -0.0005410
 0.9369456     0.0002853
 0.9437236     0.0009871
 0.9502220     0.0015567
 0.9564159     0.0019897
 0.9622795     0.0022860
 0.9677867     0.0024492
 0.9729126     0.0024877
 0.9776337     0.0024136
 0.9819293     0.0022430
 0.9857818     0.0019951
 0.9891777     0.0016916
 0.9921075     0.0013563
 0.9945668     0.0010140
 0.9965563     0.0006898
 0.9980821     0.0004074
 0.9991552     0.0001880
 0.9997901     0.0000482
 1.0000000     0.0000000
